"","web_url","snippet","lead_paragraph","source","pub_date","document_type","news_desk","section_name","subsectoinName","type_of_material","_id","word_count","score","uri","print_page","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"1","https://www.nytimes.com/reuters/2019/04/02/world/europe/02reuters-britain-eu-vote-bbc.html","There are suggestions that Britain's government has been told it will not be allowed to bring Prime Minister Theresa May's Brexit deal back for a fourth vote, the BBC's political editor said on Tuesday.","There are suggestions that Britain's government has been told it will not be allowed to bring Prime Minister Theresa May's Brexit deal back for a fourth vote, the BBC's political editor said on Tuesday.","Reuters","2019-04-02T11:04:06+0000","article","None","World","Europe","News","5ca3420049f0eacbf1f8019f",147,0,"nyt://article/6765a5aa-3f4e-5c74-9986-03542420b091",NA,"Rumors That UK Government Told It Cannot Hold New Brexit Vote: BBC Political Editor",NA,NA,"Rumors That UK Government Told It Cannot Hold New Brexit Vote: BBC Political Editor",NA,NA,NA,"By REUTERS","REUTERS"
"2","https://www.nytimes.com/2019/04/02/us/virginia-scandal-northam-fairfax.html","Despite broad calls for the resignations of Virginia’s governor, lieutenant governor and attorney general, they remain in office as the state tries to muddle on.","Despite broad calls for the resignations of Virginia’s governor, lieutenant governor and attorney general, they remain in office as the state tries to muddle on.","The New York Times","2019-04-02T09:00:10+0000","article","National","U.S.",NA,"News","5ca324f549f0eacbf1f800f4",1900,0,"nyt://article/53215d65-f6af-508f-a11b-8bc1b12459ca","17","‘It Just Went Poof’: The Strange Aftermath of Virginia’s Cascade of Political Scandals",NA,NA,"‘It Just Went Poof’: Scandals in Virginia Fade Into a Surreal Normalcy",NA,NA,NA,"By CAMPBELL ROBERTSON",NA
"3","https://www.nytimes.com/2019/04/02/world/canada/trudeau-liberal-expel-minister.html","The cabinet ministers were seen as symbols of progressive feminist government by some, but as backstabbers by others.","The cabinet ministers were seen as symbols of progressive feminist government by some, but as backstabbers by others.","The New York Times","2019-04-02T23:51:53+0000","article","Foreign","World","Canada","News","5ca3f5f349f0eacbf1f805a7",1158,0,"nyt://article/416a7063-a876-5745-baf9-2fcf4fb18cda","7","Trudeau and Liberal Party Expel 2 Ex-Ministers at Center of Storm",NA,NA,"Trudeau Expels 2 Ex-Ministers at Center of Political Scandal From Party",NA,NA,NA,"By IAN AUSTEN",NA
"4","https://www.nytimes.com/2019/04/03/nyregion/trump-twitter-block-lawsuit.html","A federal appeals panel will soon rule on whether President Trump violated the First Amendment when he blocked people on Twitter.","A federal appeals panel will soon rule on whether President Trump violated the First Amendment when he blocked people on Twitter.","The New York Times","2019-04-03T22:29:41+0000","article","Metro","New York",NA,"News","5ca5342f49f0eacbf1f80b8d",1235,0,"nyt://article/1c871db9-0f91-5877-82a6-12e3e5d9d079","20","If Trump Can Legally Block Critics on Twitter, Your Local Politician May Do It, Too",NA,NA,"Now Political Blocking of Critics Is Local",NA,NA,NA,"By COLIN MOYNIHAN",NA
"5","https://www.nytimes.com/2019/04/01/us/politics/on-politics-biden-flores-women.html","In the On Politics newsletter: Mr. Biden, whose physical style with friends as well as strangers is no secret, now finds himself caught up in a major generational reckoning.","In the On Politics newsletter: Mr. Biden, whose physical style with friends as well as strangers is no secret, now finds himself caught up in a major generational reckoning.","The New York Times","2019-04-01T22:30:00+0000","article","Politics","U.S.","Politics","News","5ca2914249f0eacbf1f7fed3",1113,0,"nyt://article/2d8b9e8e-46c4-5a96-a2a0-d14365e244b6",NA,"Joe Biden in the Modern Age","On Politics With Lisa Lerer","On Politics With Lisa Lerer","Evening Edition",NA,NA,NA,"By LISA LERER",NA
"6","https://www.nytimes.com/2019/04/01/us/politics/ben-ray-lujan-senate.html","Mr. Luján is a trusted ally of Speaker Nancy Pelosi and was seen as a possible candidate to replace her when she retired.","Mr. Luján is a trusted ally of Speaker Nancy Pelosi and was seen as a possible candidate to replace her when she retired.","The New York Times","2019-04-01T17:22:31+0000","article","Politics","U.S.","Politics","News","5ca2493049f0eacbf1f7fd92",695,0,"nyt://article/d6bcf429-0825-552c-9b9a-f5f7d6e99b47",NA,"Ben Ray Luján, High-Ranking House Democrat, Will Run for Senate in New Mexico",NA,NA,"",NA,NA,NA,"By MATT STEVENS",NA
"7","https://www.nytimes.com/2019/04/03/opinion/facebook-youtube-disinformation.html","Greed. It’s about greed.","Greed. It’s about greed.","The New York Times","2019-04-03T18:46:37+0000","article","Editorial","Opinion",NA,"Op-Ed","5ca4ffe749f0eacbf1f80a8e",1021,0,"nyt://article/bc8c4077-f14c-53f1-b8db-db8970611544","22","Big Tech Was Designed to Be Toxic",NA,NA,"Big Tech’s Original Sin",NA,NA,NA,"By CHARLIE WARZEL",NA
"8","https://www.nytimes.com/2019/04/03/us/politics/house-intelligence-trump-inaugural.html","The panel is seeking information from Stephanie Winston Wolkoff, a top contractor to the inaugural committee, which is also under scrutiny by federal prosecutors.","The panel is seeking information from Stephanie Winston Wolkoff, a top contractor to the inaugural committee, which is also under scrutiny by federal prosecutors.","The New York Times","2019-04-03T18:42:16+0000","article","Washington","U.S.","Politics","News","5ca4fee249f0eacbf1f80a8c",676,0,"nyt://article/2ec2f2dc-8633-572c-8689-1a82e8490197","14","House Intelligence Committee Seeks Documents From Trump’s Inaugural",NA,NA,"Intelligence Panel Is Opening  Own Inquiry of Inauguration",NA,NA,NA,"By MAGGIE HABERMAN and BEN PROTESS",NA
"9","https://www.nytimes.com/2019/04/03/us/politics/joe-biden-women-video.html","The former vice president, trying to stem the damage from complaints about unwanted touching, said he realized “social norms have begun to change.”","The former vice president, trying to stem the damage from complaints about unwanted touching, said he realized “social norms have begun to change.”","The New York Times","2019-04-03T19:35:56+0000","article","Politics","U.S.","Politics","News","5ca50b7649f0eacbf1f80ae7",1160,0,"nyt://article/e31417d2-bbe3-576f-afda-d011e8dfa107","1","Joe Biden, in Video, Says He Will Be ‘More Mindful’ of Personal Space",NA,NA,"‘I Get It’: Biden Pledges Respect For Boundaries",NA,NA,NA,"By SYDNEY EMBER and JONATHAN MARTIN",NA
"10","https://www.nytimes.com/2019/04/03/us/politics/trump-republican-party.html","The Trump campaign has helped install allies atop the most significant state parties, and has urged them to discourage conservative criticism of the president.","The Trump campaign has helped install allies atop the most significant state parties, and has urged them to discourage conservative criticism of the president.","The New York Times","2019-04-03T09:00:09+0000","article","Politics","U.S.","Politics","News","5ca4767349f0eacbf1f80791",1691,0,"nyt://article/ce4afcdb-26a1-53f4-a86a-15003f74eaef","1","Trump’s Takeover of the Republican Party Is Almost Complete",NA,NA,"As 2020 Nears, Trump Tightens Hold on G.O.P.",NA,NA,NA,"By ALEXANDER BURNS and JONATHAN MARTIN",NA
"11","https://www.nytimes.com/2019/04/01/us/politics/puerto-rico-aid.html","The Senate voted down two disaster aid bills as Republicans and Democrats clashed over President Trump’s opposition to sending more food and infrastructure help to Puerto Rico.","The Senate voted down two disaster aid bills as Republicans and Democrats clashed over President Trump’s opposition to sending more food and infrastructure help to Puerto Rico.","The New York Times","2019-04-02T00:37:51+0000","article","Washington","U.S.","Politics","News","5ca2af3849f0eacbf1f7ff36",704,0,"nyt://article/dba09236-95f0-5797-8268-2c44ec1e1ae5","18","Impasse Over Aid for Puerto Rico Stalls Billions in Federal Disaster Relief",NA,NA,"Impasse Over Aid for Puerto Rico Stalls Billions in Federal Disaster Relief",NA,NA,NA,"By EMILY COCHRANE",NA
"12","https://www.nytimes.com/2019/04/02/world/africa/Abdelaziz-Bouteflika-resigns.html","The state news agency said the ailing Abdelaziz Bouteflika, who hasn’t spoken to his countrymen in seven years, was stepping down.","The state news agency said the ailing Abdelaziz Bouteflika, who hasn’t spoken to his countrymen in seven years, was stepping down.","The New York Times","2019-04-02T19:23:42+0000","article","Foreign","World","Africa","News","5ca3b71849f0eacbf1f80439",1192,0,"nyt://article/45154c8d-d7b7-5926-a410-ccc410985fb7","10","Algerian Leader Bouteflika Resigns Under Pressure From Army",NA,NA,"Algerian President, Worn Down by Weeks of Mass Protests, Leaves Office",NA,NA,NA,"By ADAM NOSSITER",NA
"13","https://www.nytimes.com/2019/04/03/us/politics/trump-obamacare.html","A nonbinding resolution approved by the House calls for the Trump administration to drop its support for a judge’s decision that ruled the Affordable Care Act unconstitutional.","A nonbinding resolution approved by the House calls for the Trump administration to drop its support for a judge’s decision that ruled the Affordable Care Act unconstitutional.","The New York Times","2019-04-03T18:18:21+0000","article","Washington","U.S.","Politics","News","5ca4f94749f0eacbf1f80a7c",1065,0,"nyt://article/2829638d-36c2-5d5e-a6af-8ce4fd75909a","16","House Condemns Trump Administration for Legal Attack on Health Law",NA,NA,"Nonbinding Vote in House In Defense of Health Law",NA,NA,NA,"By ROBERT PEAR",NA
"14","https://www.nytimes.com/2019/04/03/us/politics/house-democrats-yemen-anti-semitism.html","House Republicans are expected to try to add an anti-Semitism amendment to a resolution to end American involvement in the war in Yemen, presenting Democrats with a wrenching choice.","House Republicans are expected to try to add an anti-Semitism amendment to a resolution to end American involvement in the war in Yemen, presenting Democrats with a wrenching choice.","The New York Times","2019-04-03T22:34:10+0000","article","Washington","U.S.","Politics","News","5ca5353c49f0eacbf1f80b94",1070,0,"nyt://article/20458d53-83d0-55d3-aa68-d3381ff25911","16","House Democrats Brace for Another Anti-Semitism Showdown Forced by G.O.P.",NA,NA,"Democrats Brace for Another Showdown With G.O.P. on Anti-Semitism",NA,NA,NA,"By CATIE EDMONDSON and SHERYL GAY STOLBERG",NA
"15","https://www.nytimes.com/2019/03/31/world/europe/turkey-election-erdogan.html","Istanbul, the president’s hometown and stronghold, seemed poised to slip through his fingers in municipal elections that signaled a political earthquake.","Istanbul, the president’s hometown and stronghold, seemed poised to slip through his fingers in municipal elections that signaled a political earthquake.","The New York Times","2019-04-01T00:03:43+0000","article","Foreign","World","Europe","News","5ca155b949f0eacbf1f7b072",1181,0,"nyt://article/978079b7-4f26-56a4-8644-838384e31d02","6","Erdogan, Turkey’s Leader, Staring at Major Electoral Defeat",NA,NA,"Erdogan Loses Ground in Local Elections",NA,NA,NA,"By CARLOTTA GALL",NA
"16","https://www.nytimes.com/2019/04/02/us/politics/democrats-budget-spending-caps.html","Faced with division in their caucus, House Democrats effectively opted out of outlining their own budget priorities and countering the proposal the Trump administration released last month.","Faced with division in their caucus, House Democrats effectively opted out of outlining their own budget priorities and countering the proposal the Trump administration released last month.","The New York Times","2019-04-02T23:47:29+0000","article","Washington","U.S.","Politics","News","5ca3f4ec49f0eacbf1f805a1",952,0,"nyt://article/ea2cc5f2-730a-5a40-a8a6-7231d2e45153","15","House Democrats Punt on Budget Resolution, Turning Instead to Spending Increases",NA,NA,"House Democrats Shift on Budget Resolution, Turning Instead to Spending Increases",NA,NA,NA,"By EMILY COCHRANE",NA
"17","https://www.nytimes.com/2019/04/02/opinion/erdogan-turkey-elections.html","In local Turkish elections, the opposition, united and organized, took on an autocrat.","In local Turkish elections, the opposition, united and organized, took on an autocrat.","The New York Times","2019-04-03T00:10:18+0000","article","Editorial","Opinion",NA,"Editorial","5ca3fa4449f0eacbf1f805c3",635,0,"nyt://article/7544d04a-e758-5baf-aae3-169332a36ae4","22","A Wake-Up Call for President Erdogan",NA,NA,"A Wake-Up Call for President Erdogan",NA,NA,NA,"By THE EDITORIAL BOARD","THE EDITORIAL BOARD"
"18","https://www.nytimes.com/2019/04/03/us/lori-lightfoot-chicago.html","Ms. Lightfoot, the next mayor of Chicago, said she has a “broad mandate for change.” But change doesn’t always come easy in Chicago.","Ms. Lightfoot, the next mayor of Chicago, said she has a “broad mandate for change.” But change doesn’t always come easy in Chicago.","The New York Times","2019-04-03T22:49:36+0000","article","National","U.S.",NA,"News","5ca538de49f0eacbf1f80b9f",1190,0,"nyt://article/d886429c-3b9d-530c-b930-595e1962ba3a","18","Lori Lightfoot Promised Change as Chicago Mayor. Now Comes the Hard Part.",NA,NA,"After Months of Promises, Now Comes the Hard Part",NA,NA,NA,"By MITCH SMITH, JULIE BOSMAN and MONICA DAVEY",NA
"19","https://www.nytimes.com/2019/04/03/us/politics/trump-administration-venezuela-aid.html","The legislation would provide $200 million in aid for Venezuela and $200 million for neighboring countries taking in Venezuelan refugees.","The legislation would provide $200 million in aid for Venezuela and $200 million for neighboring countries taking in Venezuelan refugees.","The New York Times","2019-04-03T22:04:01+0000","article","Washington","U.S.","Politics","News","5ca52e2b49f0eacbf1f80b6f",588,0,"nyt://article/1841531a-d0d7-553f-9c67-2bb6ba6e0563","10","Trump Prepares Aid Package for Venezuela in Case Maduro Government Falls",NA,NA,"U.S. Is Preparing Economic Aid for Venezuela",NA,NA,NA,"By ALAN RAPPEPORT",NA
"20","https://www.nytimes.com/2019/04/03/us/politics/mueller-report-subpoena-house.html","The House Ways and Means Committee chairman, using an obscure provision in the tax code, formally demanded President Trump’s personal and business tax returns, most likely starting a momentous fight.","The House Ways and Means Committee chairman, using an obscure provision in the tax code, formally demanded President Trump’s personal and business tax returns, most likely starting a momentous fight.","The New York Times","2019-04-03T14:26:08+0000","article","Washington","U.S.","Politics","News","5ca4c2da49f0eacbf1f80918",1236,0,"nyt://article/c750c72e-1b1a-52b6-b247-46361dbc2a3e","14","House Democrat Demands Six Years of Trump Tax Returns From I.R.S.",NA,NA,"Lawmaker Seeks 6 Years Of Trump’s Tax Returns",NA,NA,NA,"By NICHOLAS FANDOS",NA
"21","https://www.nytimes.com/aponline/2019/04/01/us/politics/ap-us-election-2020-biden-flores.html","Lucy Flores, the former Nevada politician who accused Joe Biden of inappropriately kissing her on the back of the head in 2014, rose from a tough childhood through top Democratic political circles before becoming an outspoken critic of sexism and ...","Lucy Flores, the former Nevada politician who accused Joe Biden of inappropriately kissing her on the back of the head in 2014, rose from a tough childhood through top Democratic political circles before becoming an outspoken critic of sexism and harassing behavior in politics.","AP","2019-04-01T23:27:46+0000","article","None","U.S.","Politics","News","5ca29ecd49f0eacbf1f7ff08",871,0,"nyt://article/4a1c8575-02e1-51bc-b75c-bb7dd93723f4",NA,"Long Before Accusing Biden, Flores Called Out Harassment",NA,NA,"Long Before Accusing Biden, Flores Called Out Harassment",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"22","https://www.nytimes.com/2019/04/02/world/europe/turkey-elections-erdogan.html","The unofficial results of mayoral races in Turkey’s capital and main business city are a serious setback for President Recep Tayyip Erdogan.","The unofficial results of mayoral races in Turkey’s capital and main business city are a serious setback for President Recep Tayyip Erdogan.","The New York Times","2019-04-02T09:48:41+0000","article","Foreign","World","Europe","News","5ca3305349f0eacbf1f80138",400,0,"nyt://article/e8f34249-2b10-5afc-9c5b-ea8ea939ff8a","7","Erdogan’s Party Plans to Challenge Election Losses in Istanbul and Ankara",NA,NA,"Turkish Leader’s Party Plans to Challenge Election Losses in 2 Cities",NA,NA,NA,"By CARLOTTA GALL",NA
"23","https://www.nytimes.com/video/us/politics/100000006439696/lori-lightfoot-chicago-mayor.html","Ms. Lightfoot, a 56-year-old former federal prosecutor who has never held elected office, made history in Chicago.","Ms. Lightfoot, a 56-year-old former federal prosecutor who has never held elected office, made history in Chicago.","The New York Times","2019-04-03T01:05:25+0000","multimedia","U.S. / Politics","U.S.","Politics","Video","5ca4072f49f0eacbf1f805db",329,0,"nyt://video/3e0df73d-94e0-5813-93e7-a3a0be760baf",NA,"Meet Chicago’s New Mayor",NA,NA,NA,NA,NA,NA,"By DAVID BOTTI, NILO TABRIZY and SAMEEN AMIN",NA
"24","https://www.nytimes.com/aponline/2019/04/02/us/politics/ap-us-chicago-mayor-the-latest.html","The Latest on the Chicago mayoral election (all times local):","The Latest on the Chicago mayoral election (all times local):","AP","2019-04-02T11:30:52+0000","article","None","U.S.","Politics","News","5ca3484649f0eacbf1f801b5",1103,0,"nyt://article/c2b41fdc-8d69-5b59-94bf-3993d9cf27d5",NA,"The Latest: Lightfoot Says Election Is a Movement for Change",NA,NA,"The Latest: Lightfoot Says Election Is a Movement for Change",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"25","https://www.nytimes.com/reuters/2019/04/02/us/politics/02reuters-usa-politics-northcarolina.html","The U.S. Justice Department said on Tuesday it had charged the chairman of the North Carolina Republican Party, Robert ""Robin"" Hayes, and a major political donor in a corruption scheme that targeted a state official.","The U.S. Justice Department said on Tuesday it had charged the chairman of the North Carolina Republican Party, Robert ""Robin"" Hayes, and a major political donor in a corruption scheme that targeted a state official.","Reuters","2019-04-02T17:04:15+0000","article","None","U.S.","Politics","News","5ca3966949f0eacbf1f80345",531,0,"nyt://article/c9608f4c-8595-58ec-af5a-14b89b122c35",NA,"North Carolina Republican Party Chairman Charged in Bribery Case",NA,NA,"North Carolina Republican Party Chairman Charged in Bribery Case",NA,NA,NA,"By REUTERS","REUTERS"
"26","https://www.nytimes.com/interactive/2019/04/03/magazine/murdoch-family-investigation.html","Using 150 interviews on three continents, The Times describes the Murdoch family’s role in destabilizing democracy in North America, Europe and Australia.","Using 150 interviews on three continents, The Times describes the Murdoch family’s role in destabilizing democracy in North America, Europe and Australia.","The New York Times","2019-04-03T09:09:37+0000","multimedia","Magazine","Magazine",NA,"Interactive Feature","5ca478ab49f0eacbf1f807a9",0,0,"nyt://interactive/dc558f0f-9390-5aa0-b056-9836a2c41e5d",NA,"6 Takeaways From The Times’s Investigation Into Rupert Murdoch and His Family","",NA,NA,NA,NA,NA,"By LIAM STACK",NA
"27","https://www.nytimes.com/reuters/2019/04/02/us/politics/02reuters-chicago-mayor.html","Lori Lightfoot, a political newcomer, was elected the first black female mayor of Chicago on Tuesday, defeating opponent Toni Preckwinkle by a landslide in a runoff to take over a city struggling with crime and weak finances.","Lori Lightfoot, a political newcomer, was elected the first black female mayor of Chicago on Tuesday, defeating opponent Toni Preckwinkle by a landslide in a runoff to take over a city struggling with crime and weak finances.","Reuters","2019-04-02T11:04:09+0000","article","None","U.S.","Politics","News","5ca3420349f0eacbf1f801a0",630,0,"nyt://article/e4008dcd-7dfb-51f4-af91-743a520faacf",NA,"Chicago Makes History Electing Lori Lightfoot as First Black Woman Mayor",NA,NA,"Chicago Makes History Electing Lori Lightfoot as First Black Woman Mayor",NA,NA,NA,"By REUTERS","REUTERS"
"28","https://www.nytimes.com/aponline/2019/04/02/us/politics/ap-us-chicago-mayor.html","Former federal prosecutor Lori Lightfoot easily won the Chicago mayor's race Tuesday, earning support from every part of the city to defeat a longtime political insider and become the first black woman and openly gay person to lead the nation's th...","Former federal prosecutor Lori Lightfoot easily won the Chicago mayor's race Tuesday, earning support from every part of the city to defeat a longtime political insider and become the first black woman and openly gay person to lead the nation's third-largest city.","AP","2019-04-02T04:51:44+0000","article","None","U.S.","Politics","News","5ca2eaba49f0eacbf1f80005",895,0,"nyt://article/72339dfa-0de5-5a50-87de-392bcd8c8f2a",NA,"Lightfoot Wins Chicago Mayor Race; Pledges End to Corruption",NA,NA,"Lightfoot Wins Chicago Mayor Race; Pledges End to Corruption",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"29","https://www.nytimes.com/reuters/2019/04/01/us/politics/01reuters-usa-election-biden.html","A Connecticut woman said Joe Biden touched her inappropriately and rubbed noses with her at a 2009 political fundraiser, becoming the second person in three days to accuse the former vice president of unwanted physical contact as he considers a Wh...","A Connecticut woman said Joe Biden touched her inappropriately and rubbed noses with her at a 2009 political fundraiser, becoming the second person in three days to accuse the former vice president of unwanted physical contact as he considers a White House run.","Reuters","2019-04-01T14:25:30+0000","article","None","U.S.","Politics","News","5ca21fb449f0eacbf1f7b1f7",486,0,"nyt://article/f4f51390-6d2d-5269-8c54-73e010b11f6e",NA,"Second Woman Says Ex-VP Biden Touched Her Inappropriately",NA,NA,"Second Woman Says Ex-VP Biden Touched Her Inappropriately",NA,NA,NA,"By REUTERS","REUTERS"
"30","https://www.nytimes.com/2019/04/02/us/politics/obamacare-donald-trump.html","President Trump had promised Republicans would replace the Affordable Care Act with a better, cheaper health law. Then the Senate majority leader told him that would not be happening.","President Trump had promised Republicans would replace the Affordable Care Act with a better, cheaper health law. Then the Senate majority leader told him that would not be happening.","The New York Times","2019-04-02T13:21:41+0000","article","Washington","U.S.","Politics","News","5ca3623f49f0eacbf1f80223",1435,0,"nyt://article/d0fe7c5b-ea03-552d-83d4-bd6a094e5038","1","Trump Retreats on Health Care After McConnell Warns It Won’t Happen",NA,NA,"McConnell Sways Trump to Put Off Health Law Fight",NA,NA,NA,"By ROBERT PEAR and MAGGIE HABERMAN",NA
"31","https://www.nytimes.com/aponline/2019/04/03/us/politics/ap-us-trump-climb-down.html","His border shutdown went from imminent to uncertain. A major health care push was declared and then delayed. Funding cuts were inserted in his proposed budget and just as quickly taken out.","His border shutdown went from imminent to uncertain. A major health care push was declared and then delayed. Funding cuts were inserted in his proposed budget and just as quickly taken out.","AP","2019-04-03T04:09:52+0000","article","None","U.S.","Politics","News","5ca4326a49f0eacbf1f80656",743,0,"nyt://article/fcd06352-8611-5689-a260-a847c80b9d61",NA,"Trump Pivots on Pledges, Exploring the Art of the Climb-Down",NA,NA,"Trump Pivots on Pledges, Exploring the Art of the Climb-Down",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"32","https://www.nytimes.com/2019/04/02/opinion/turkey-erdogan-election-defeat.html","The Turkish president oversaw elections under vastly unequal conditions and demonized the opposition as terrorist collaborators, but he is losing.","The Turkish president oversaw elections under vastly unequal conditions and demonized the opposition as terrorist collaborators, but he is losing.","The New York Times","2019-04-02T10:03:42+0000","article","OpEd","Opinion",NA,"Op-Ed","5ca333d749f0eacbf1f80153",1152,0,"nyt://article/842b1772-9764-58b4-b394-c85c4f8d8f30",NA,"Has Erdogan’s Populism Reached Its Limits?",NA,NA,"Has Erdogan’s Populism Reached Its Limits?",NA,NA,NA,"By SELIM KORU",NA
"33","https://www.nytimes.com/aponline/2019/04/02/us/politics/ap-us-trump-census-fact-check.html","In President Donald Trump's estimation, the 2020 census will be pointless unless a question is added that asks people if they are citizens.","In President Donald Trump's estimation, the 2020 census will be pointless unless a question is added that asks people if they are citizens.","AP","2019-04-02T19:21:52+0000","article","None","U.S.","Politics","News","5ca3b6aa49f0eacbf1f80437",570,0,"nyt://article/ee7f93e2-9393-5a93-bfb2-fbc605e12b0a",NA,"AP FACT CHECK: Trump's Disdain for Traditional Census",NA,NA,"AP FACT CHECK: Trump's Disdain for Traditional Census",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"34","https://www.nytimes.com/2019/04/01/opinion/pete-buttigieg-2020.html","Buttigieg detaches progressive policy from the culture war.","Buttigieg detaches progressive policy from the culture war.","The New York Times","2019-04-01T22:49:31+0000","article","OpEd","Opinion",NA,"Op-Ed","5ca295d649f0eacbf1f7fede",896,0,"nyt://article/7bc5488e-49d7-5e9e-b689-adfc4cc473bf","27","Why You Love Mayor Pete",NA,NA,"Why You Love Mayor Pete",NA,NA,NA,"By DAVID BROOKS",NA
"35","https://www.nytimes.com/2019/04/02/us/robin-hayes-nc-indictment.html","Robin Hayes, a former congressman, was indicted in connection with an effort to bribe the state’s insurance commissioner through campaign donations.","Robin Hayes, a former congressman, was indicted in connection with an effort to bribe the state’s insurance commissioner through campaign donations.","The New York Times","2019-04-02T17:02:43+0000","article","National","U.S.",NA,"News","5ca3960d49f0eacbf1f8033e",906,0,"nyt://article/4b1e7357-cb47-57ce-bb24-5694aaff9b70","17","North Carolina G.O.P. Chairman Indicted in Corruption Probe",NA,NA,"North Carolina G.O.P. Chief Is Indicted",NA,NA,NA,"By ALAN BLINDER",NA
"36","https://www.nytimes.com/2019/04/03/us/politics/nato-congress-russia-.html","While NATO celebrates turning 70, a squabble between Washington and Ankara over fighter jets and missile systems threatens to spoil the party.","While NATO celebrates turning 70, a squabble between Washington and Ankara over fighter jets and missile systems threatens to spoil the party.","The New York Times","2019-04-03T20:14:57+0000","article","Washington","U.S.","Politics","News","5ca5149b49f0eacbf1f80b11",717,0,"nyt://article/64e98e3b-bd1a-5a96-a153-295a809f4213","9","In Rare Speech to Congress, NATO Leader Says Allies Must Deter Moscow",NA,NA,"NATO Chief Says Allies Must Deter Russian Acts",NA,NA,NA,"By HELENE COOPER and JULIAN E. BARNES",NA
"37","https://www.nytimes.com/2019/04/03/books/review/arthur-c-brooks-love-your-enemies.html","Arthur C. Brooks, in “Love Your Enemies,” offers advice on how to restore civility to American politics.","Arthur C. Brooks, in “Love Your Enemies,” offers advice on how to restore civility to American politics.","The New York Times","2019-04-03T18:05:25+0000","article","BookReview","Books","Book Review","Review","5ca4f63f49f0eacbf1f80a64",780,0,"nyt://article/cc50593c-d919-5741-b0c1-bde37f64d702",NA,"Healing the Divisions in Our Country","Nonfiction","Nonfiction","Healing the Divisions in Our Country",NA,NA,NA,"By LANCE MORROW",NA
"38","https://www.nytimes.com/reuters/2019/04/03/us/politics/03reuters-usa-trump-russia-vote.html","The Democratic-led U.S. House of Representatives Judiciary Committee voted on Wednesday to authorize subpoenas for Special Counsel Robert Mueller's full, unredacted report and underlying evidence from his investigation into Russia's role in the 20...","The Democratic-led U.S. House of Representatives Judiciary Committee voted on Wednesday to authorize subpoenas for Special Counsel Robert Mueller's full, unredacted report and underlying evidence from his investigation into Russia's role in the 2016 election.","Reuters","2019-04-03T14:40:02+0000","article","None","U.S.","Politics","News","5ca4c61c49f0eacbf1f80934",102,0,"nyt://article/bf7e78e0-d563-5718-a92b-22a4b7285937",NA,"Democratic-Led House Panel Authorizes Subpoenas for Mueller Report, Evidence",NA,NA,"Democratic-Led House Panel Authorizes Subpoenas for Mueller Report, Evidence",NA,NA,NA,"By REUTERS","REUTERS"
"39","https://www.nytimes.com/aponline/2019/04/03/us/politics/ap-us-ivanka-trump-africa.html","White House adviser Ivanka Trump is planning a trip to Africa to promote a global women's initiative she's leading.","White House adviser Ivanka Trump is planning a trip to Africa to promote a global women's initiative she's leading.","AP","2019-04-03T17:21:45+0000","article","None","U.S.","Politics","News","5ca4ec0349f0eacbf1f80a26",411,0,"nyt://article/e63467ab-9dad-5cc3-abd1-2b85e56c29f0",NA,"Ivanka Trump Plans Africa Trip to Promote Women's Initiative",NA,NA,"Ivanka Trump Plans Africa Trip to Promote Women's Initiative",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"40","https://www.nytimes.com/reuters/2019/04/03/us/politics/03reuters-usa-commerce-ross.html","U.S. Commerce Secretary Wilbur Ross refused to testify about his department's 2020 budget before a congressional panel on Wednesday, an act its chairman called one of ""stunning disrespect"" that left lawmakers facing an empty chair.","U.S. Commerce Secretary Wilbur Ross refused to testify about his department's 2020 budget before a congressional panel on Wednesday, an act its chairman called one of ""stunning disrespect"" that left lawmakers facing an empty chair.","Reuters","2019-04-03T15:43:23+0000","article","None","U.S.","Politics","News","5ca4d4f449f0eacbf1f8099e",444,0,"nyt://article/b7372d74-a219-5b52-ab5f-31856b535846",NA,"Wilbur Ross Refuses to Testify on U.S. Commerce Department's 2020 Budget",NA,NA,"Wilbur Ross Refuses to Testify on U.S. Commerce Department's 2020 Budget",NA,NA,NA,"By REUTERS","REUTERS"
"41","https://www.nytimes.com/2019/04/01/us/politics/pete-buttiegieg-fundraising.html","The 37-year-old mayor of South Bend, Ind., little known just a few months ago, has raised his political profile and online following in recent weeks.","The 37-year-old mayor of South Bend, Ind., little known just a few months ago, has raised his political profile and online following in recent weeks.","The New York Times","2019-04-01T12:46:47+0000","article","Politics","U.S.","Politics","News","5ca2089149f0eacbf1f7b1b1",931,0,"nyt://article/223b88d9-bbd0-52ad-9f34-f2d14f8234ae","16","Pete Buttigieg Says He Raised $7 Million in First Quarter for 2020 Bid",NA,NA,"Outsider’s Presidential Bid  Shows an Insider’s Strength",NA,NA,NA,"By THOMAS KAPLAN and SHANE GOLDMACHER",NA
